sumo_id,from,to,priority,type,speed,lanes_x,allow,disallow,shape,osmid,has_traffic_light,highway,maxspeed,lanes_y,length
36950506#3,9719107956,429655324,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,36950506.0,0,secondary,50,,
36950518#0,429653586,430912567,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4292.36, 2958.52), (4297.9, 2978.8), (4316.11, 3049.35)]",36950518.0,0,secondary,,,93.88532654737021
36950518#1,430912567,9719107937,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4316.11, 3049.35), (4317.72, 3055.47), (4322.99, 3073.56), (4328.28, 3091.77)]",36950518.0,0,secondary,,,44.133042328729324
36950518#2,9719107937,3974640333,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4328.28, 3091.77), (4341.18, 3136.16), (4342.59, 3140.99), (4357.41, 3191.99)]",36950518.0,0,secondary,,,104.36764848738108
36950525,1697857756,621153280,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,36950525.0,0,secondary,50,,
36950586,429654069,429653979,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4876.73, 2717.74), (4877.14, 2723.01), (4882.15, 2748.0), (4895.72, 2816.14), (4905.21, 2867.27), (4905.27, 2873.21), (4905.54, 2890.83), (4905.14, 2908.02), (4900.28, 2934.44), (4891.28, 2957.89), (4879.75, 2977.93), (4830.07, 3049.07), (4824.61, 3068.45), (4823.22, 3079.24)]",36950586.0,0,secondary,50,2,385.8961967775869
36950657#0,429655333,3750151720,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4437.02, 2618.02), (4437.68, 2622.77), (4438.41, 2635.36), (4440.82, 2676.35), (4442.8, 2687.32), (4447.21, 2698.46), (4476.21, 2765.33), (4485.61, 2786.61)]",36950657.0,0,residential,,,177.7471952133695
36950657#1,3750151720,429655343,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4485.61, 2786.61), (4490.25, 2799.36), (4492.51, 2808.28), (4493.68, 2812.68), (4494.98, 2820.68), (4496.46, 2830.03), (4497.78, 2850.6), (4498.67, 2864.48), (4500.7, 2875.25), (4502.21, 2882.65)]",36950657.0,0,residential,,,97.92709584111773
37049908,430894463,430920519,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4063.59, 3447.45), (4061.73, 3434.13), (4044.96, 3314.19), (4044.43, 3310.28)]",37049908.0,0,residential,,,138.5017104498268
37050033#0,430895473,621155736,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3986.26, 2897.75), (3994.92, 2897.45), (4102.51, 2927.22), (4126.99, 2935.43)]",37050033.0,0,residential,,,146.11794119397638
37050033#1,621155736,430895813,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4126.99, 2935.43), (4139.86, 2941.65), (4146.31, 2947.34)]",37050033.0,0,residential,,,22.895321426093762
37050051,430895816,1697857764,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4284.96, 2951.21), (4272.39, 2950.75), (4209.29, 2952.2)]",37050051.0,0,residential,,,75.69507191409785
37050515#0,430901229,5326376760,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3995.7, 2969.01), (3988.44, 2971.19), (3983.63, 2972.6), (3965.46, 2977.08)]",37050515.0,0,residential,,,31.306789130959782
37050515#1,5326376760,1687286680,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3965.46, 2977.08), (3944.5, 2982.23), (3941.79, 2982.92)]",37050515.0,0,residential,,,24.37988392936062
37050515#2,1687286680,1687286681,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3941.79, 2982.92), (3909.65, 2991.16), (3887.37, 2995.51), (3875.29, 2997.77)]",37050515.0,0,residential,,,68.16973925223009
37050590,430901995,430904721,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37050590.0,0,residential,,,
37051113#0,429513955,3974640313,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3723.18, 2935.58), (3723.12, 2941.31), (3729.3, 2979.42), (3735.76, 3033.73)]",37051113.0,0,residential,,,99.03099235420076
37051113#1,3974640313,2759219816,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3735.76, 3033.73), (3737.16, 3045.44), (3735.09, 3082.05)]",37051113.0,0,residential,,,48.46186641555055
37051131#0,430908400,3974640316,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3609.18, 2993.4), (3616.45, 3011.82), (3621.62, 3035.14)]",37051131.0,0,residential,,,43.688975598885015
37051131#1,3974640316,430909851,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3621.62, 3035.14), (3622.05, 3037.1), (3625.69, 3068.22), (3628.39, 3104.81), (3631.73, 3136.39), (3634.58, 3147.33)]",37051131.0,0,residential,,,113.08952148068659
37051441#0,430912567,9719060086,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4316.11, 3049.35), (4311.1, 3051.89), (4286.3, 3055.35), (4249.56, 3063.58), (4245.33, 3064.34)]",37051441.0,0,residential,,,72.60552627834471
37051441#1,9719060086,1697857753,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37051441.0,0,residential,,,
37051441#2,1697857753,430912565,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4221.58, 3068.89), (4178.17, 3078.89), (4174.41, 3081.78)]",37051441.0,0,residential,,,49.289250858439146
37051625#0,430912563,430912564,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3933.04, 3185.43), (4015.41, 3154.38), (4021.25, 3150.09)]",37051625.0,0,residential,,,95.27430440453334
37051625#1,430912564,9790998983,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4021.25, 3150.09), (4028.52, 3147.33), (4100.24, 3117.71)]",37051625.0,0,residential,,,85.37204337838332
37051625#2,9790998983,430912565,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4100.24, 3117.71), (4165.96, 3088.79), (4174.41, 3081.78)]",37051625.0,0,residential,,,82.78089412055492
37051872#0,430894386,9442787176,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4033.58, 3456.48), (4034.23, 3462.27), (4040.66, 3522.11), (4040.59, 3532.6), (4037.23, 3538.9), (4022.42, 3558.28), (4021.02, 3565.7), (4021.81, 3574.46), (4032.49, 3605.73)]",37051872.0,0,residential,,,157.42207433246458
37051872#1,9442787176,430918670,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37051872.0,0,residential,,,
37052277#1,3340881355,3340881343,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37052277.0,0,residential,,,
37052277#2,3340881343,9790998977,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37052277.0,0,residential,,,
37052277#3,9790998977,430912564,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4029.4, 3206.85), (4022.96, 3162.02), (4022.18, 3156.9), (4021.25, 3150.09)]",37052277.0,0,residential,,,57.34248526865626
37052277#4,430912564,430901229,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4021.25, 3150.09), (4020.75, 3145.63), (4020.26, 3141.16), (3997.0, 2978.01), (3996.18, 2972.27), (3995.7, 2969.01)]",37052277.0,0,residential,,,182.87786681561568
37052381#0,3340881368,3340881396,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37052381.0,0,residential,50,2,
37052381#1,3340881396,3340881457,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4006.3, 3351.32), (4014.35, 3382.13), (4018.43, 3406.14), (4021.28, 3427.94)]",37052381.0,0,residential,50,2,78.18398191275513
37052381#2,3340881457,430894385,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4021.28, 3427.94), (4023.74, 3450.74), (4024.66, 3457.37)]",37052381.0,0,residential,50,2,29.625853251921143
37052930,430960036,423353704,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3574.45, 3160.33), (3574.99, 3123.26), (3572.57, 3058.39), (3565.07, 3033.09), (3559.34, 3014.12)]",37052930.0,0,residential,,,148.19381489302484
37053056#0,430929448,430929444,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3129.03, 3415.19), (3129.53, 3421.68), (3124.67, 3430.45), (3114.41, 3431.85)]",37053056.0,0,residential,,,26.890897604997306
37053056#1,430929444,430929448,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37053056.0,0,residential,,,
37053056#2,430929448,3583021207,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3129.03, 3415.19), (3153.39, 3381.33), (3168.57, 3355.36)]",37053056.0,0,residential,,,71.79333084735426
37053056#3,3583021207,3583021203,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3168.57, 3355.36), (3169.96, 3352.98), (3219.51, 3310.86), (3237.3, 3294.51), (3247.95, 3282.81), (3250.27, 3280.26)]",37053056.0,0,residential,,,111.2200253683107
37053056#4,3583021203,430929475,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3250.27, 3280.26), (3254.48, 3275.63), (3308.89, 3251.67), (3332.47, 3248.78)]",37053056.0,0,residential,,,89.46622708924676
37053056#5,430929475,430929490,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3332.47, 3248.78), (3346.98, 3244.6), (3373.05, 3233.78), (3406.04, 3219.38), (3421.89, 3215.02), (3439.99, 3214.03)]",37053056.0,0,residential,,,113.88789052392139
37053056#6,430929490,430929493,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37053056.0,0,residential,,,
37053056#7,430929493,3974640336,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3458.79, 3214.92), (3488.42, 3202.65), (3495.97, 3198.36)]",37053056.0,0,residential,,,40.75377376450252
37053056#8,3974640336,430928761,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37053056.0,0,residential,,,
37053056#9,430928761,430928663,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3513.81, 3188.23), (3518.77, 3200.66), (3520.68, 3208.02), (3521.3, 3215.4), (3529.52, 3218.59), (3572.84, 3195.46)]",37053056.0,0,residential,,,86.31838514994462
37054066,423422182,430938925,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3767.13, 3553.57), (3827.47, 3668.09), (3852.07, 3693.44), (3866.98, 3725.73)]",37054066.0,0,residential,,,200.33411934659082
37054132,423413959,423416419,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3351.17, 3822.54), (3354.8, 3828.9), (3359.33, 3838.19), (3366.36, 3848.6), (3377.72, 3858.75), (3394.14, 3869.54), (3409.32, 3874.65), (3423.87, 3877.86), (3504.79, 3882.5)]",37054132.0,0,residential,,,177.07167853680534
37054319,430928663,3340881400,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3572.84, 3195.46), (3587.35, 3249.67), (3596.36, 3277.54), (3624.45, 3351.11)]",37054319.0,0,residential,30,2,164.1587192527824
37054401,430941464,430943725,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3720.47, 3339.83), (3697.46, 3248.0), (3692.97, 3243.43), (3670.79, 3249.5), (3652.49, 3177.72), (3651.59, 3172.71), (3645.53, 3149.57), (3639.06, 3145.08)]",37054401.0,0,residential,,,235.033094562395
37055188#0,429653979,2513116199,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4823.22, 3079.24), (4835.88, 3082.23), (4853.6, 3085.09), (4866.07, 3085.93), (5098.36, 3103.84), (5118.94, 3105.46), (5124.69, 3105.92), (5147.79, 3109.63)]",37055188.0,0,secondary,50,,326.24335589658665
37055188#1,2513116199,3974700315,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055188.0,0,secondary,50,,
37055188#2,3974700315,6292164276,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5157.77, 3112.6), (5165.44, 3116.11), (5186.28, 3128.83), (5201.06, 3143.14), (5217.54, 3170.61), (5234.08, 3207.95), (5251.71, 3233.91), (5282.82, 3265.56)]",37055188.0,0,secondary,50,,202.05636203328083
37055188#3,6292164276,4860226907,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055188.0,0,secondary,50,,
37055188#4,4860226907,3974700326,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055188.0,0,secondary,50,,
37055188#5,3974700326,4860226903,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055188.0,0,secondary,50,,
37055188#6,4860226903,3254769467,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5329.46, 3313.16), (5434.58, 3420.31), (5450.98, 3433.0), (5469.32, 3440.65), (5490.19, 3446.42), (5532.3, 3453.65), (5569.29, 3460.01), (5612.31, 3469.66), (5642.65, 3483.05), (5683.07, 3506.59), (5708.13, 3520.94), (5724.14, 3530.11), (5737.43, 3538.71), (5746.31, 3545.11)]",37055188.0,0,secondary,50,,490.75543261226346
37055217#1,430951504,429653979,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4845.11, 3191.98), (4833.86, 3178.58), (4827.64, 3166.74), (4825.23, 3162.07), (4824.33, 3160.32), (4820.6, 3143.89), (4821.18, 3122.56), (4822.65, 3090.5), (4823.22, 3079.24)]",37055217.0,0,secondary,50,2,119.6478553156745
37055477,430953262,3400032680,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055477.0,0,residential,,,
37055563#0,423429428,430953262,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055563.0,0,residential,,,
37055563#1,430953262,5711675675,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4393.71, 3318.32), (4396.46, 3323.24), (4459.26, 3485.61), (4520.19, 3646.14)]",37055563.0,0,residential,,,351.4321487557876
37055563#2,5711675675,431084039,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4520.19, 3646.14), (4634.99, 3943.7), (4666.64, 4015.77)]",37055563.0,0,residential,,,397.650739080785
37055902#0,430895813,430912565,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4146.31, 2947.34), (4146.73, 2963.42), (4147.65, 2978.37), (4150.22, 2994.81), (4153.87, 3018.72), (4160.42, 3039.29), (4173.61, 3074.98), (4174.41, 3081.78)]",37055902.0,0,residential,,,138.37432782226657
37055902#1,430912565,9719060073,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4174.41, 3081.78), (4176.11, 3093.82), (4180.55, 3181.66)]",37055902.0,0,residential,,,100.11156586010908
37055902#2,9719060073,430958141,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37055902.0,0,residential,,,
37056002,430901995,430959632,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3792.62, 3027.78), (3792.19, 3034.38), (3794.8, 3052.31), (3794.04, 3055.27)]",37056002.0,0,residential,,,27.7889711756289
37056017,2759219823,430942872,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3756.57, 3075.86), (3755.56, 3111.87), (3760.81, 3134.82), (3764.24, 3159.27), (3763.49, 3190.84), (3760.64, 3331.05)]",37056017.0,0,residential,,,256.07428343369435
37056055#1,430943725,430909851,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37056055.0,0,residential,,,
37066008,423437956,431084039,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4693.68, 4084.28), (4695.51, 4067.9), (4665.24, 4016.55)]",37066008.0,0,residential,,,76.08975506219569
37066011,431084039,423437958,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4667.89, 4014.78), (4694.28, 4050.47), (4714.16, 4083.44)]",37066011.0,0,residential,,,82.88683647457093
37066019,423437962,431084283,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4748.26, 4114.02), (4763.81, 4120.8), (4789.65, 4123.91), (4803.93, 4129.08)]",37066019.0,0,secondary,,,58.17736897074567
37066023,431084283,431084476,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4803.93, 4129.08), (4831.52, 4141.61), (5208.1, 4331.28)]",37066023.0,0,secondary,,,451.9501645064084
37066065#0,431084476,2513116030,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5208.64, 4329.77), (5231.5, 4339.58), (5319.07, 4383.95)]",37066065.0,0,secondary,,,123.04525729888731
37066065#1,2513116030,431238993,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,,37066065.0,0,secondary,,,
37087642,256488934,11510947798,12,highway.primary,27.78,2,,tram rail_urban rail rail_electric rail_fast ship,"[(4097.38, 1684.91), (4119.58, 1684.55), (4146.99, 1684.6), (4175.55, 1685.72), (4205.69, 1687.63), (4235.15, 1690.32), (4264.8, 1694.05), (4308.32, 1700.19), (4352.84, 1706.99), (4403.41, 1716.92)]",37087642.0,0,primary,,1,308.38466292845493
37088256,1697857756,431332568,2,highway.living_street,2.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4212.42, 2910.96), (4224.49, 2895.92), (4222.02, 2845.9), (4224.12, 2842.94), (4229.49, 2840.81), (4287.92, 2839.66), (4310.08, 2840.14), (4315.79, 2842.37)]",37088256.0,0,living_street,,,165.50810443388278
37088258#0,429653586,430895816,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,,37088258.0,0,secondary,,,
37088258#1,430895816,621159240,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,,37088258.0,0,secondary,,,
37088447#0,429478936,9972369475,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3913.06, 2318.37), (3918.34, 2311.49), (3922.94, 2309.17)]",37088447.0,0,tertiary,,2,13.82446302560089
37088447#1,9972369475,9972369493,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3922.94, 2309.17), (3923.3, 2308.99), (3928.84, 2308.07), (3941.45, 2310.89), (3996.68, 2331.44), (4026.58, 2342.2), (4098.03, 2368.34), (4120.07, 2375.21)]",37088447.0,0,tertiary,,2,208.81367588787495
37088447#2,9972369493,9972369512,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4120.07, 2375.21), (4138.95, 2380.88), (4159.4, 2385.81)]",37088447.0,0,tertiary,,2,40.74888347266668
37088542,431334400,3262396898,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4309.27, 2422.54), (4307.2, 2430.81), (4301.47, 2450.44), (4297.36, 2462.96)]",37088542.0,0,tertiary,,,42.15167602651603
37088673#0,2025263890,431336421,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4322.13, 2354.63), (4330.67, 2356.11), (4410.1, 2374.12), (4486.68, 2388.31), (4509.45, 2396.62), (4529.05, 2406.17)]",37088673.0,0,residential,,,214.03889404181857
37088673#1,431336421,3974640291,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4529.05, 2406.17), (4548.63, 2417.62), (4574.53, 2434.14), (4597.26, 2450.65), (4621.25, 2471.59), (4643.32, 2495.67), (4667.14, 2523.2)]",37088673.0,0,residential,,,182.40736799304005
371455497,3750151718,3750151720,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4311.3, 2777.94), (4394.39, 2775.35), (4479.52, 2786.09), (4485.61, 2786.61)]",371455497.0,0,residential,,,175.0473213245334
37640678#0,418600282,10936505658,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2302.12, 2779.96), (2301.23, 2771.61), (2300.02, 2749.57), (2306.81, 2733.55), (2324.79, 2721.73), (2355.94, 2700.9), (2385.55, 2687.59), (2417.0, 2677.8), (2441.64, 2664.82), (2478.48, 2639.29), (2517.83, 2614.64), (2543.25, 2600.59)]",37640678.0,0,residential,,,320.4115305330525
37640678#1,10936505658,441267972,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37640678.0,0,residential,,,
37640678#2,441267972,3340881095,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37640678.0,0,residential,,,
37640678#3,3340881095,441267973,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,37640678.0,0,residential,,,
37640679#0,441267975,9719060057,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2879.65, 2753.44), (2873.72, 2749.03), (2873.3, 2747.27), (2857.47, 2734.25)]",37640679.0,0,track,,,29.696048694758147
37640679#1,9719060057,9719060053,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2857.47, 2734.25), (2834.41, 2719.34), (2816.59, 2708.56)]",37640679.0,0,track,,,48.28729086547925
37640679#2,9719060053,441267981,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2816.59, 2708.56), (2798.28, 2697.48), (2774.85, 2688.21), (2733.8, 2673.23), (2683.44, 2655.49)]",37640679.0,0,track,,,143.68972964013426
37640683,441268010,441268012,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3134.1, 3118.92), (3139.7, 3126.8), (3142.96, 3133.43)]",37640683.0,0,residential,,,17.05531397112184
394443143#0,477356672,4983153140,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3087.35, 1266.5), (3091.59, 1261.21), (3095.52, 1256.39), (3109.09, 1242.98)]",394443143.0,0,tertiary,,,32.07668995768377
394443143#1,4983153140,2795358863,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,394443143.0,0,tertiary,,,
394443143#2,2795358863,2511985648,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3113.73, 1237.53), (3119.81, 1230.38), (3126.79, 1228.14)]",394443143.0,0,tertiary,,,16.71618941987752
394443146,3974531809,3974531815,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3535.86, 880.36), (3545.25, 887.04), (3551.02, 897.61), (3578.59, 969.31)]",394443146.0,0,residential,,,100.38391670945529
394443147#0,3974531806,3974531809,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3475.64, 757.27), (3546.73, 844.05), (3545.37, 854.61), (3535.86, 880.36)]",394443147.0,0,residential,,,150.27812711495946
394443147#1,3974531809,3974531813,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3535.86, 880.36), (3533.61, 886.48), (3527.24, 890.41), (3517.97, 891.78)]",394443147.0,0,residential,,,23.375957994638632
394443149#0,3254769376,3974531835,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3628.7, 1127.62), (3639.81, 1091.27), (3648.18, 1075.03)]",394443149.0,0,residential,,,56.27997143812683
394443149#1,3974531835,3974531838,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3648.18, 1075.03), (3655.7, 1062.03), (3663.76, 1057.21), (3673.86, 1055.02), (3679.66, 1057.83), (3684.5, 1062.52), (3687.66, 1069.06), (3689.65, 1083.79), (3688.12, 1095.72)]",394443149.0,0,residential,,,82.08366460644487
394443151#0,477356672,1663642244,3,highway.residential,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3088.8, 1267.18), (3092.74, 1271.86), (3110.05, 1292.44), (3238.15, 1467.54)]",394443151.0,0,residential,30,,249.9648871254361
394443151#1,1663642244,1663642246,3,highway.residential,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,394443151.0,0,residential,30,,
394443151#2,1663642246,3974531856,3,highway.residential,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3245.73, 1476.62), (3275.98, 1514.71), (3304.01, 1553.99)]",394443151.0,0,residential,30,,96.89618942555813
394443152#0,3974531818,3974531825,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3522.51, 989.08), (3530.63, 988.81), (3534.87, 992.08), (3545.78, 1012.95), (3559.38, 1028.69), (3577.03, 1044.65), (3583.85, 1047.64)]",394443152.0,0,residential,,,89.07275279908363
394443152#1,3974531825,3974531835,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3583.85, 1047.64), (3597.32, 1047.79), (3635.15, 1067.58), (3648.18, 1075.03)]",394443152.0,0,residential,,,71.1739903380391
394443153#1,3262396894,1663642187,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,394443153.0,0,residential,,,
394446866,3974576099,3974576101,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4782.11, 2564.33), (4758.4, 2568.93), (4735.29, 2570.59), (4720.43, 2565.84), (4708.31, 2561.5), (4702.81, 2564.01), (4701.62, 2565.51)]",394446866.0,0,residential,,,83.75634479743982
394446867#0,423329664,423341314,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3387.79, 2600.29), (3426.88, 2624.61), (3436.93, 2628.67)]",394446867.0,0,tertiary,50,,56.8770251001642
394446867#1,423341314,3400054762,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3436.93, 2628.67), (3447.97, 2636.07), (3504.37, 2673.2)]",394446867.0,0,tertiary,50,,80.81544567412371
394446869,3974569750,3974576065,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2987.36, 1921.91), (3019.58, 1913.48), (3074.08, 1918.9), (3086.12, 1926.77), (3131.0, 1986.19), (3139.26, 1989.93), (3144.37, 2004.58), (3143.31, 2012.2), (3138.71, 2031.76), (3140.64, 2062.27), (3137.11, 2064.93), (3106.3, 2070.59), (3091.02, 2065.17), (3077.41, 2050.7)]",394446869.0,0,residential,,,331.68590689450417
394446871#0,3974576094,9972395442,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,394446871.0,0,residential,,,
394446871#1,9972395442,3974576095,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,394446871.0,0,residential,,,
394446872#0,3974569756,3974576065,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3059.61, 1987.21), (3071.31, 1998.36), (3083.12, 2026.57), (3083.06, 2041.47), (3079.99, 2048.64), (3077.41, 2050.7)]",394446872.0,0,residential,,,72.7456590754505
394446872#1,3974576065,3974576073,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3077.41, 2050.7), (3074.15, 2053.31), (3058.9, 2059.34), (3055.28, 2063.18), (3052.31, 2070.53), (3050.11, 2076.04)]",394446872.0,0,residential,,,39.71263085375731
